Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Inferred evidence score
"SMTT02723","PRKCZ","None","protein kinase C zeta","Protein Kinase C Zeta Type","ENSG00000067606","Q05513","0.00556208","0.0199051","1.0","By_ingredient","0.2162"
"SMTT02747","PRSS1","7","Serine Protease 1","Trypsin-1","ENSG00000204983","P07477","1.1501e-12","5.33172e-10","4.7559e-07","By_ingredient","11.552"
"SMTT02769","PTEN","10","Phosphatase And Tensin Homolog","Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase And Dual-specificity Protein Phosphatase PTEN","ENSG00000171862","P60484","0.0436476","0.0657627","1.0","By_ingredient","0.1639"
"SMTT02776","PTGS1","None","prostaglandin-endoperoxide synthase 1","Prostaglandin G/H Synthase 1","ENSG00000095303","P23219","5.91311e-12","1.88205e-09","5.22326e-07","By_ingredient","7.2793"
"SMTT02777","PTGS2","None","prostaglandin-endoperoxide synthase 2","Prostaglandin G/H Synthase 2","ENSG00000073756","P35354","1.52173e-15","8.61139e-13","1.34338e-10","By_ingredient","12.0268"
"SMTT02816","RAC1","None","Rac family small GTPase 1","Ras-related C3 Botulinum Toxin Substrate 1","ENSG00000136238","P63000","0.0165944","0.0350983","1.0","By_ingredient","0.1639"
"SMTT02842","RB1","13","RB Transcriptional Corepressor 1","Retinoblastoma-associated Protein","ENSG00000139687","P06400","0.0161531","0.0568395","1.0","By_ingredient","0.356"
"SMTT02865","RELA","None","RELA proto-oncogene, NF-kB subunit","Transcription Factor P65","ENSG00000173039","Q04206","0.132533","0.15841","1.0","By_ingredient","0.4532"
"SMTT02969","RXRA","None","retinoid X receptor alpha","Retinoic Acid Receptor RXR-alpha","ENSG00000186350","P19793","0.00292979","0.0275192","1.0","By_ingredient","2.595"
"SMTT02970","RXRB","None","retinoid X receptor beta","Retinoic Acid Receptor RXR-beta","ENSG00000204231","P28702","0.0304219","0.0513432","1.0","By_ingredient","0.3787"
"SMTT02997","SCN11A","3","Sodium Voltage-gated Channel Alpha Subunit 11","Sodium Channel Protein Type 11 Subunit Alpha","ENSG00000168356","Q9UI33","0.014382","0.0541202","1.0","By_ingredient","0.2263"
"SMTT03005","SCN5A","3","Sodium Voltage-gated Channel Alpha Subunit 5","Sodium Channel Protein Type 5 Subunit Alpha","ENSG00000183873","Q14524","9.75244e-05","0.00143402","1.0","By_ingredient","3.3093"
"SMTT03006","SCN8A","12","Sodium Voltage-gated Channel Alpha Subunit 8","Sodium Channel Protein Type 8 Subunit Alpha","ENSG00000196876","Q9UQD0","0.014382","0.0541202","1.0","By_ingredient","0.248"
"SMTT03007","SCN9A","2","Sodium Voltage-gated Channel Alpha Subunit 9","Sodium Channel Protein Type 9 Subunit Alpha","ENSG00000169432","Q15858","0.0285582","0.0706678","1.0","By_ingredient","0.2182"
"SMTT03028","SELE","None","selectin E","E-selectin","ENSG00000007908","P16581","0.0854068","0.109799","1.0","By_ingredient","0.1819"
"SMTT03030","SELP","None","selectin P","P-selectin","ENSG00000174175","P16109","0.0647581","0.0880402","1.0","By_ingredient","0.1955"
"SMTT03048","SERPINE1","7","Serpin Family E Member 1","Plasminogen Activator Inhibitor 1","ENSG00000106366","P05121","0.0542612","0.0771519","1.0","By_ingredient","0.1524"
"SMTT03127","SLC22A5","5","Solute Carrier Family 22 Member 5","Solute Carrier Family 22 Member 5","ENSG00000197375","O76082","0.00556208","0.0199051","1.0","By_ingredient","0.1684"
"SMTT03153","SLC2A1","1","Solute Carrier Family 2 Member 1","Solute Carrier Family 2, Facilitated Glucose Transporter Member 1","ENSG00000117394","P11166","0.0165944","0.0350983","1.0","By_ingredient","0.215"
"SMTT03188","SLC5A5","19","Solute Carrier Family 5 Member 5","None","ENSG00000105641","None","0.0110935","0.0281227","1.0","By_ingredient","0.1689"
"SMTT03193","SLC6A2","16","Solute Carrier Family 6 Member 2","Sodium-dependent Noradrenaline Transporter","ENSG00000103546","P23975","2.23196e-21","3.03211e-18","1.97087e-16","By_ingredient","6.4158"
"SMTT03195","SLC6A3","5","Solute Carrier Family 6 Member 3","Sodium-dependent Dopamine Transporter","ENSG00000142319","Q01959","1.15951e-09","2.00628e-07","0.000102521","By_ingredient","3.6053"
"SMTT03196","SLC6A4","None","solute carrier family 6 member 4","Sodium-dependent Serotonin Transporter","ENSG00000108576","P31645","5.49158e-07","5.52659e-05","0.227087","By_ingredient","2.4288"
"SMTT03256","SOD1","21","Superoxide Dismutase 1","Superoxide Dismutase [Cu-Zn]","ENSG00000142168","P00441","0.0170843","0.0450394","1.0","By_ingredient","0.5266"
"SMTT03317","STAT1","2","Signal Transducer And Activator Of Transcription 1","None","ENSG00000115415","None","0.00143288","0.0195072","1.0","By_ingredient","0.5433"
"SMTT03319","STAT3","17","Signal Transducer And Activator Of Transcription 3","Signal Transducer And Activator Of Transcription 3","ENSG00000168610","P40763","0.0170843","0.0581309","1.0","By_ingredient","0.4897"
"SMTT03320","STAT4","2","Signal Transducer And Activator Of Transcription 4","None","ENSG00000138378","None","0.0285582","0.0706678","1.0","By_ingredient","0.1934"
"SMTT03447","TGFB1","19","Transforming Growth Factor Beta 1","Transforming Growth Factor Beta-1","ENSG00000105329","P01137","0.135073","0.16098","1.0","By_ingredient","0.3441"
"SMTT03502","TNF","None","tumor necrosis factor","Tumor Necrosis Factor","ENSG00000232810","P01375","6.46396e-05","0.00108419","1.0","By_ingredient","1.5426"
"SMTT03530","TP53","17","Tumor Protein P53","Cellular Tumor Antigen P53","ENSG00000141510","P04637","0.0315764","0.0525343","1.0","By_ingredient","0.5276"
"SMTT03582","TRPA1","8","Transient Receptor Potential Cation Channel Subfamily A Member 1","Transient Receptor Potential Cation Channel Subfamily A Member 1","ENSG00000104321","O75762","0.000338298","0.00767255","1.0","By_ingredient","0.863"
"SMTT03583","TRPC3","4","Transient Receptor Potential Cation Channel Subfamily C Member 3","None","ENSG00000138741","None","0.0214956","0.0635209","1.0","By_ingredient","0.1924"
"SMTT03588","TRPM8","None","transient receptor potential cation channel subfamily M member 8","Transient Receptor Potential Cation Channel Subfamily M Member 8","ENSG00000144481","Q7Z2W7","0.00106236","0.0162687","1.0","By_ingredient","0.5123"
"SMTT03590","TRPV1","None","transient receptor potential cation channel subfamily V member 1","Transient Receptor Potential Cation Channel Subfamily V Member 1","ENSG00000196689","Q8NER1","0.0185094","0.0595531","1.0","By_ingredient","0.4324"
"SMTT03591","TRPV3","17","Transient Receptor Potential Cation Channel Subfamily V Member 3","Transient Receptor Potential Cation Channel Subfamily V Member 3","ENSG00000167723","Q8NET8","0.00511378","0.03646","1.0","By_ingredient","0.43"
"SMTT03638","TWIST1","7","Twist Family BHLH Transcription Factor 1","None","ENSG00000122691","None","0.0494431","0.0904099","1.0","By_ingredient","0.2333"
"SMTT03648","TYR","11","Tyrosinase","Tyrosinase","ENSG00000077498","P14679","0.047057","0.0884222","1.0","By_ingredient","0.4688"
"SMTT03650","TYRP1","9","Tyrosinase Related Protein 1","None","ENSG00000107165","None","0.0165944","0.0350983","1.0","By_ingredient","0.1921"
"SMTT03701","VCAM1","None","vascular cell adhesion molecule 1","Vascular Cell Adhesion Protein 1","ENSG00000162692","P19320","0.0488322","0.0897499","1.0","By_ingredient","0.3764"
"SMTT03708","VEGFA","None","vascular endothelial growth factor A","Vascular Endothelial Growth Factor A","ENSG00000112715","P15692","0.264491","0.293665","1.0","By_ingredient","0.3001"
"SMTT03764","XDH","2","Xanthine Dehydrogenase","Xanthine Dehydrogenase/oxidase","ENSG00000158125","P47989","0.217831","0.245858","1.0","By_ingredient","0.1718"
"SMTT03765","XIAP","X","X-linked Inhibitor Of Apoptosis","E3 Ubiquitin-protein Ligase XIAP","ENSG00000101966","P98170","0.0489691","0.0713972","1.0","By_ingredient","0.1629"
"SMTT03845","CCNB1","5","Cyclin B1","None","ENSG00000134057","P14635","0.00600804","0.0207576","1.0","By_ingredient","0.3136"
"SMTT03863","CDC25C","5","Cell Division Cycle 25C","None","ENSG00000158402","P30307","0.022065","0.041685","1.0","By_ingredient","0.1679"
"SMTT03877","BAX","19","BCL2 Associated X, Apoptosis Regulator","None","ENSG00000087088","Q07812","0.00569292","0.0202332","1.0","By_ingredient","0.8493"
"SMTT03893","DIO1","1","Iodothyronine Deiodinase 1","None","ENSG00000211452","P49895","0.032916","0.0539574","1.0","By_ingredient","0.1863"
"SMTT03904","ALPI","2","Alkaline Phosphatase, Intestinal","None","ENSG00000163295","P09923","0.0110935","0.0281227","1.0","By_ingredient","0.205"
"SMTT03918","CASP9","1","Caspase 9","None","ENSG00000132906","P55211","0.00066153","0.0121064","1.0","By_ingredient","1.0327"
"SMTT03920","RUNX1T1","8","RUNX1 Translocation Partner 1","None","ENSG00000079102","Q06455","0.0382966","0.0600201","1.0","By_ingredient","0.1862"
"SMTT03927","HAS2","8","Hyaluronan Synthase 2","None","ENSG00000170961","Q92819","0.032916","0.0539574","1.0","By_ingredient","0.174"
"SMTT03959","SFN","1","Stratifin","None","ENSG00000175793","P31947","0.00556208","0.0199051","1.0","By_ingredient","0.1723"
"SMTT03966","IBSP","4","Integrin Binding Sialoprotein","None","ENSG00000029559","P21815","0.0425316","0.084074","1.0","By_ingredient","0.1938"
"SMTT03999","CCL13","17","C-C Motif Chemokine Ligand 13","None","ENSG00000181374","Q99616","0.0425316","0.084074","1.0","By_ingredient","0.2106"
"SMTT04000","CCL16","17","C-C Motif Chemokine Ligand 16","None","ENSG00000275152","O15467","0.014382","0.0541202","1.0","By_ingredient","0.2325"
"SMTT04041","MYB","6","MYB Proto-oncogene, Transcription Factor","None","ENSG00000118513","P10242","0.0494431","0.0904099","1.0","By_ingredient","0.2068"
"SMTT04054","PGA5","11","Pepsinogen 5, Group I (pepsinogen A)","None","ENSG00000256713","P00790","0.0425316","0.084074","1.0","By_ingredient","0.2025"
"SMTT04055","PSMD3","17","Proteasome 26S Subunit, Non-ATPase 3","None","ENSG00000108344","O43242","0.00030321","0.00317491","1.0","By_ingredient","0.4326"
"SMTT04058","TRPM2","21","Transient Receptor Potential Cation Channel Subfamily M Member 2","None","ENSG00000142185","O94759","0.0110935","0.0281227","1.0","By_ingredient","0.195"
"SMTT04074","SLC2A4","17","Solute Carrier Family 2 Member 4","None","ENSG00000181856","P14672","5.82684e-05","0.00100734","1.0","By_ingredient","0.5612"
"SMTT04080","SLPI","20","Secretory Leukocyte Peptidase Inhibitor","None","ENSG00000124107","P03973","0.000307899","0.00719293","1.0","By_ingredient","0.4316"
"SMTT04106","AHSA1","14","Activator Of HSP90 ATPase Activity 1","None","ENSG00000100591","O95433","0.00781108","0.0237003","1.0","By_ingredient","0.3539"
"SMTT04109","PSME3","17","Proteasome Activator Subunit 3","None","ENSG00000131467","P61289","0.00556208","0.0199051","1.0","By_ingredient","0.2206"
"SMTT04118","CFLAR","2","CASP8 And FADD Like Apoptosis Regulator","None","ENSG00000003402","O15519","0.0275055","0.0481784","1.0","By_ingredient","0.3949"
"SMTT04126","EEF1E1","6","Eukaryotic Translation Elongation Factor 1 Epsilon 1","None","ENSG00000124802","O43324","0.0110935","0.0281227","1.0","By_ingredient","0.2135"
"SMTT04142","CDC37","19","Cell Division Cycle 37","None","ENSG00000105401","Q16543","0.0494431","0.0904099","1.0","By_ingredient","0.1722"
"SMTT04176","ALG5","13","ALG5, Dolichyl-phosphate Beta-glucosyltransferase","None","ENSG00000120697","Q9Y673","0.00556208","0.0199051","1.0","By_ingredient","0.2105"
"SMTT04177","HERC5","4","HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase 5","None","ENSG00000138646","Q9UII4","0.090498","0.115107","1.0","By_ingredient","0.1796"
"SMTT04237","PLB1","2","Phospholipase B1","None","ENSG00000163803","Q6P1J6","0.209038","0.236911","1.0","By_ingredient","0.3927"
"SMTT04245","GUSBP1","5","Glucuronidase, Beta Pseudogene 1","None","ENSG00000183666","Q15486","0.0165944","0.0350983","1.0","By_ingredient","0.1978"
"SMTT04258","PRXC1A","None","Peroxidase C1A","None","None","P00433","0.0165944","0.0350983","1.0","By_ingredient","0.209"
"SMTT04266","CDC2","None","Cell Division Control Protein 2 Homolog","None","None","P06493","1.93208e-05","0.00045185","1.0","By_ingredient","0.6749"
"SMTT04269","CYP2B10","None","Cytochrome P450 2B10","None","None","P12791","0.00556208","0.0199051","1.0","By_ingredient","0.2561"
"SMTT04293","FCGR2B","1","Fc Fragment Of IgG Receptor IIb","None","ENSG00000072694","None","0.0494431","0.0904099","1.0","By_ingredient","0.2005"
"SMTT04295","GYPB","4","Glycophorin B (MNS Blood Group)","None","ENSG00000250361","None","0.014382","0.0541202","1.0","By_ingredient","0.2158"
"SMTT04320","ABCA6","None","ATP binding cassette subfamily A member 6","None","ENSG00000154262","None","0.0214956","0.0635209","1.0","By_ingredient","0.1911"
"SMTT04489","ADRA1B","None","adrenoceptor alpha 1B","None","ENSG00000170214","None","8.55956e-12","3.31108e-09","3.53954e-06","By_ingredient","4.9096"
"SMTT04490","ADRA1D","None","adrenoceptor alpha 1D","None","ENSG00000171873","None","1.07676e-09","2.52702e-07","0.000445261","By_ingredient","3.8437"
"SMTT04491","ADRA2C","None","adrenoceptor alpha 2C","None","ENSG00000184160","None","3.14302e-08","4.97397e-06","0.012997","By_ingredient","2.5462"
"SMTT04525","AHRR","None","aryl-hydrocarbon receptor repressor","None","ENSG00000063438","None","0.0425316","0.084074","1.0","By_ingredient","0.2072"
"SMTT04744","ARHGAP17","None","Rho GTPase activating protein 17","None","ENSG00000140750","None","0.0214956","0.0635209","1.0","By_ingredient","0.2028"
"SMTT04859","ASRGL1","None","asparaginase like 1","None","ENSG00000162174","None","0.0425316","0.084074","1.0","By_ingredient","0.2583"
"SMTT04878","ATHS","None","atherosclerosis susceptibility (lipoprotein associated)","None","None","None","0.00721689","0.0419199","1.0","By_ingredient","0.2641"
"SMTT04935","ATRNL1","None","attractin like 1","None","ENSG00000107518","None","0.014382","0.0541202","1.0","By_ingredient","0.2702"
"SMTT05029","BMP6","None","bone morphogenetic protein 6","None","ENSG00000153162","None","0.0425316","0.084074","1.0","By_ingredient","0.1917"
"SMTT05096","C12ORF4","None","None","None","None","None","0.0355701","0.0770067","1.0","By_ingredient","0.206"
"SMTT05189","CALCRL","None","calcitonin receptor like receptor","None","ENSG00000064989","None","0.014382","0.0541202","1.0","By_ingredient","0.2321"
"SMTT05234","CARD16","None","caspase recruitment domain family member 16","None","ENSG00000204397","None","0.0425316","0.084074","1.0","By_ingredient","0.2552"
"SMTT05235","CARD17","None","caspase recruitment domain family member 17","None","ENSG00000255221","None","0.0355701","0.0770067","1.0","By_ingredient","0.2495"
"SMTT05236","CARD18","None","caspase recruitment domain family member 18","None","ENSG00000255501","None","0.0355701","0.0770067","1.0","By_ingredient","0.2551"
"SMTT05238","CARD8","None","caspase recruitment domain family member 8","None","ENSG00000105483","None","0.0425316","0.084074","1.0","By_ingredient","0.2708"
"SMTT05250","CASP5","None","caspase 5","None","ENSG00000137757","None","0.0355701","0.0770067","1.0","By_ingredient","0.2518"
"SMTT05405","CDK1","None","cyclin dependent kinase 1","None","ENSG00000170312","None","0.0042011","0.0339092","1.0","By_ingredient","0.5032"
"SMTT05516","CHEK1","None","checkpoint kinase 1","None","ENSG00000149554","None","0.037499","0.0792452","1.0","By_ingredient","2.3579"
"SMTT05536","CHRM2","None","cholinergic receptor muscarinic 2","None","ENSG00000181072","None","5.12019e-28","1.49105e-24","2.11729e-22","By_ingredient","7.9668"
"SMTT05791","CSN2","None","casein beta","None","ENSG00000135222","None","0.0355701","0.0770067","1.0","By_ingredient","0.2119"
"SMTT05797","CSNK2A2","None","casein kinase 2 alpha 2","None","ENSG00000070770","None","0.0355701","0.0770067","1.0","By_ingredient","0.2082"
"SMTT05824","CTRB1","None","chymotrypsinogen B1","None","ENSG00000168925","None","0.0188502","0.0600777","1.0","By_ingredient","0.6928"
"SMTT06013","DGKD","None","diacylglycerol kinase delta","None","ENSG00000077044","None","0.014382","0.0541202","1.0","By_ingredient","0.2054"
"SMTT06064","DLGAP5","None","DLG associated protein 5","None","ENSG00000126787","None","0.0355701","0.0770067","1.0","By_ingredient","0.191"
"SMTT06122","DPEP1","None","dipeptidase 1","None","ENSG00000015413","None","2.77805e-10","7.5993e-08","0.000114878","By_ingredient","5.6884"
"SMTT06129","DPP4","None","dipeptidyl peptidase 4","None","ENSG00000197635","None","3.25166e-19","3.75593e-16","1.34462e-13","By_ingredient","13.0041"
"SMTT06196","E2F3","None","E2F transcription factor 3","None","ENSG00000112242","None","0.0494431","0.0904099","1.0","By_ingredient","0.2089"
"SMTT06197","E2F4","None","E2F transcription factor 4","None","ENSG00000205250","None","0.0355701","0.0770067","1.0","By_ingredient","0.2002"
"SMTT06198","E2F5","None","E2F transcription factor 5","None","ENSG00000133740","None","0.0425316","0.084074","1.0","By_ingredient","0.199"
"SMTT06199","E2F6","None","E2F transcription factor 6","None","ENSG00000169016","None","0.0355701","0.0770067","1.0","By_ingredient","0.1981"
"SMTT06320","EMB","None","embigin","None","ENSG00000170571","None","0.014382","0.0541202","1.0","By_ingredient","0.2006"
"SMTT06523","FAR2","None","fatty acyl-CoA reductase 2","None","ENSG00000064763","None","0.014382","0.0541202","1.0","By_ingredient","0.2617"
"SMTT06562","FBXO9","None","F-box protein 9","None","ENSG00000112146","None","0.014382","0.0541202","1.0","By_ingredient","0.2028"
"SMTT07154","HEATR5B","None","HEAT repeat containing 5B","None","ENSG00000008869","None","0.014382","0.0541202","1.0","By_ingredient","0.1925"
"SMTT07232","HNRNPA3","None","heterogeneous nuclear ribonucleoprotein A3","None","ENSG00000170144","None","0.0285582","0.0706678","1.0","By_ingredient","0.2088"
"SMTT07291","HSP90AA1","None","heat shock protein 90 alpha family class A member 1","None","ENSG00000080824","None","0.0236236","0.0654039","1.0","By_ingredient","0.3787"
"SMTT07341","IDI1","None","isopentenyl-diphosphate delta isomerase 1","None","ENSG00000067064","None","0.0425316","0.084074","1.0","By_ingredient","0.1994"
"SMTT07406","IL16","None","interleukin 16","None","ENSG00000172349","None","0.0355701","0.0770067","1.0","By_ingredient","0.2137"
"SMTT07411","IL1R2","None","interleukin 1 receptor type 2","None","ENSG00000115590","None","0.0285582","0.0706678","1.0","By_ingredient","0.194"
"SMTT07484","IPCEF1","None","interaction protein for cytohesin exchange factors 1","None","ENSG00000074706","None","0.014382","0.0541202","1.0","By_ingredient","0.219"
"SMTT07674","KIF23","None","kinesin family member 23","None","ENSG00000137807","None","0.0494431","0.0904099","1.0","By_ingredient","0.1949"
"SMTT07834","LDHD","None","lactate dehydrogenase D","None","ENSG00000166816","None","0.0494431","0.0904099","1.0","By_ingredient","0.2797"
"SMTT08014","LTA4H","None","leukotriene A4 hydrolase","None","ENSG00000111144","None","8.58475e-07","8.04124e-05","0.354996","By_ingredient","1.9292"
"SMTT08048","MAFK","None","MAF bZIP transcription factor K","None","ENSG00000198517","None","0.0425316","0.084074","1.0","By_ingredient","0.22"
"SMTT08141","MCTS1","None","MCTS1, re-initiation and release factor","None","ENSG00000232119","None","0.0355701","0.0770067","1.0","By_ingredient","0.1863"
"SMTT08330","MRPL35","None","mitochondrial ribosomal protein L35","None","ENSG00000132313","None","0.0355701","0.0770067","1.0","By_ingredient","0.2022"
"SMTT08363","MS4A7","None","membrane spanning 4-domains A7","None","ENSG00000166927","None","0.014382","0.0541202","1.0","By_ingredient","0.2151"
"SMTT08382","MTA3","None","metastasis associated 1 family member 3","None","ENSG00000057935","None","0.014382","0.0541202","1.0","By_ingredient","0.2792"
"SMTT08515","NAT10","None","N-acetyltransferase 10","None","ENSG00000135372","None","0.00721689","0.0419199","1.0","By_ingredient","0.2786"
"SMTT08542","NCOA2","None","nuclear receptor coactivator 2","None","ENSG00000140396","None","1.12621e-07","1.49314e-05","0.0465711","By_ingredient","5.4539"
"SMTT08784","NUP88","None","nucleoporin 88","None","ENSG00000108559","None","0.014382","0.0541202","1.0","By_ingredient","0.1985"
"SMTT09069","PDLIM3","None","PDZ and LIM domain 3","None","ENSG00000154553","None","0.0285582","0.0706678","1.0","By_ingredient","0.2605"
"SMTT09170","PICALM","None","phosphatidylinositol binding clathrin assembly protein","None","ENSG00000073921","None","0.0285582","0.0706678","1.0","By_ingredient","0.2055"
"SMTT09205","PKIA","None","cAMP-dependent protein kinase inhibitor alpha","None","ENSG00000171033","None","0.000791584","0.013651","1.0","By_ingredient","1.1862"
"SMTT09404","PPP1R14A","None","protein phosphatase 1 regulatory inhibitor subunit 14A","None","ENSG00000167641","None","0.00721689","0.0419199","1.0","By_ingredient","0.2621"
"SMTT09452","PRDX3","None","peroxiredoxin 3","None","ENSG00000165672","None","0.0355701","0.0770067","1.0","By_ingredient","0.2042"
"SMTT09779","RAS","None","None","None","None","None","0.00721689","0.0419199","1.0","By_ingredient","0.2279"
"SMTT09800","RBFOX2","None","RNA binding fox-1 homolog 2","None","ENSG00000100320","None","0.0285582","0.0706678","1.0","By_ingredient","0.2115"
"SMTT10018","ROS1","None","ROS proto-oncogene 1, receptor tyrosine kinase","None","ENSG00000047936","None","0.0425316","0.084074","1.0","By_ingredient","0.232"
"SMTT10044","RPL27A","None","ribosomal protein L27a","None","ENSG00000166441","None","0.0425316","0.084074","1.0","By_ingredient","0.2069"
"SMTT10232","SCN3A","None","sodium voltage-gated channel alpha subunit 3","None","ENSG00000153253","None","0.014382","0.0541202","1.0","By_ingredient","0.2075"
"SMTT10426","SLAMF1","None","signaling lymphocytic activation molecule family member 1","None","ENSG00000117090","None","0.014382","0.0541202","1.0","By_ingredient","0.207"
"SMTT10775","SPOCK1","None","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1","None","ENSG00000152377","None","0.014382","0.0541202","1.0","By_ingredient","0.204"
"SMTT11071","TBXT","None","T-box transcription factor T","None","ENSG00000164458","None","0.0425316","0.084074","1.0","By_ingredient","0.2721"
"SMTT11178","TIPARP","None","TCDD inducible poly(ADP-ribose) polymerase","None","ENSG00000163659","None","0.0214956","0.0635209","1.0","By_ingredient","0.187"
"SMTT11314","TNFAIP6","None","TNF alpha induced protein 6","None","ENSG00000123610","None","0.0494431","0.0904099","1.0","By_ingredient","0.1961"
"SMTT11932","ZBTB17","None","zinc finger and BTB domain containing 17","None","ENSG00000116809","None","0.0355701","0.0770067","1.0","By_ingredient","0.2063"
